name;zipcode;total_employment;total_senior_employment
Terrats;66207;79,03059545;4,017964072
Théza;66208;438,2782364;16,25374161
Thuès-Entre-Valls;66209;43,98178031;0
Thuir;66210;3155,641385;121,8275811
Tordères;66211;65,00721914;4,140780369
Torreilles;66212;878,0397736;40,18727784
Toulouges;66213;1855,26407;117,9067213
Tresserre;66214;123,2860862;0
Trévillach;66215;11,49181024;0
Trilla;66216;4;0
Trouillas;66217;307,8636394;4
Ur;66218;112,3123554;8,082590065
Urbanya;66219;3,636363636;0
Valcebollère;66220;4,279069767;0
Valmanya;66221;0;0
Vernet-les-Bains;66222;363,2933297;3,99017199
Villefranche-de-Conflent;66223;143,9858144;4,103448276
Villelongue-de-la-Salanque;66224;444,0607277;19,22328821
Villelongue-dels-Monts;66225;294,9163758;4,158295528
Villemolaque;66226;119,7327331;3,169113039
Villeneuve-de-la-Raho;66227;583,6563311;12
Villeneuve-la-Rivière;66228;150,8718513;12,19689119
Vinça;66230;391,3442207;11,87394423
Vingrau;66231;104,2509316;8,289950577
Vira;66232;5,293869702;0
Vivès;66233;58,98672448;3,908045977
Le Vivier;66234;16,7032967;4,175824176
Achenheim;67001;489,8628456;55,28949293
Adamswiller;67002;149,9726787;0
Albé;67003;43,77795765;0
Allenwiller;67004;22,62434692;3,857943925
Alteckendorf;67005;72,70774999;7,31242741
Altenheim;67006;48,13731961;0
Altorf;67008;686,1600021;54,11840719
Altwiller;67009;72,42235244;0
Andlau;67010;770,889911;25,634633
Artolsheim;67011;119,8217071;0
Aschbach;67012;84,83738296;0
Asswiller;67013;51,90542583;0
Auenheim;67014;53,17992602;0
Avolsheim;67016;92,11062882;0
Baerendorf;67017;27,5625;0
Balbronn;67018;102,5150752;0
Baldenheim;67019;402,951299;67,15575233
Barembach;67020;314,5123104;42,23887451
Barr;67021;1993,306754;57,38587944
Bassemberg;67022;51,64305514;8
Batzendorf;67023;169,5908072;16,65204755
Beinheim;67025;1172,500902;46,88226325
Bellefosse;67026;12;0
Belmont;67027;36,03106643;0
Benfeld;67028;2744,168693;294,2179415
Berg;67029;61,77179116;1,028625263
Bergbieten;67030;98,52247965;11,76855097
Bernardswiller;67031;195,2479822;24,02904693
Bernardvillé;67032;11,82183847;0
Bernolsheim;67033;147,5867708;7,193680266
Berstett;67034;188,4191396;20,17988869
Berstheim;67035;154,8625925;12
Bettwiller;67036;11,18110034;0
Biblisheim;67037;46,92873518;0
Bietlenheim;67038;28,78806767;0
Bilwisheim;67039;63,4730397;11,85999565
Bindernheim;67040;187,3251052;8,941193922
Birkenwald;67041;29,97928886;0
Bischheim;67043;5632,896376;361,5911573
Bischholtz;67044;22,94298813;0
Bischoffsheim;67045;888,8302452;81,09514362
Bischwiller;67046;5373,47499;195,1951107
Bissert;67047;11,76473352;0
Bitschhoffen;67048;190,3689521;0
Blaesheim;67049;138,5009549;8,050354052
Blancherupt;67050;0;0
Blienschwiller;67051;62,9228769;0
B_rsch;67052;428,5702381;43,22858519
B_senbiesen;67053;32,49061726;0
Bolsenheim;67054;46,94201012;4,008658009
Boofzheim;67055;269,4707958;11,90864433
Bootzheim;67056;69,66051138;0
Bosselshausen;67057;21,64556962;4,329113924
Bossendorf;67058;38,90783648;7,223466927
Bourg-Bruche;67059;43,18976627;0
Bourgheim;67060;55,47528245;0
Bouxwiller;67061;2033,565509;149,2008354
Breitenau;67062;28,33440673;0
Breitenbach;67063;270,6027535;3,431058311
Breuschwickersheim;67065;185,7644054;12,14035088
La Broque;67066;523,5106089;24,07543865
Brumath;67067;5128,706489;293,1909202
Buswiller;67068;36,74448174;0
Buhl;67069;75,15345491;3,922729632
Burbach;67070;18,30100478;0
Bust;67071;38,57686211;4,091324201
Butten;67072;66,70440139;0
Châtenois;67073;1494,579039;115,5697533
Cleebourg;67074;90,78905951;0
Climbach;67075;106,773523;0
Colroy-la-Roche;67076;88,50997897;0,982491467
Cosswiller;67077;70,94804122;3,971929825
Crastatt;67078;21,18515613;0
Cr_ttwiller;67079;8,094117647;0
Dachstein;67080;456,8687149;23,1429343
Dahlenheim;67081;98,4313591;8,234433007
Dalhunden;67082;52,11001365;0
Dambach;67083;132,4868726;4
Dambach-la-Ville;67084;743,4989737;36,57516
Dangolsheim;67085;74,84435896;0
Daubensand;67086;24,19672131;4,032786885
Dauendorf;67087;338,3306644;3,969102451
Dehlingen;67088;28,19680223;0
Dettwiller;67089;775,304663;56,72254898
Diebolsheim;67090;102,0041167;0
Diedendorf;67091;24,51851852;0
Dieffenbach-au-Val;67092;100,6736131;3,974110032
Dieffenbach-lès-W_rth;67093;34,45232256;0
Dieffenthal;67094;33,94699985;4,058300992
Diemeringen;67095;1023,163565;48,0453742
Dimbsthal;67096;67,69561779;0
Dingsheim;67097;161,105582;7,993027548
Dinsheim-sur-Bruche;67098;225,6055487;19,83500893
Domfessel;67099;38,85949243;4
Donnenheim;67100;26,13083202;0
Dorlisheim;67101;1027,507614;21,70024474
Dossenheim-Kochersberg;67102;20;0
Dossenheim-sur-Zinsel;67103;127,2227405;10,94919391
Drachenbronn-Birlenbach;67104;743,4382067;4
Drulingen;67105;1596,446075;99,54680499
Drusenheim;67106;1553,482475;165,2788632
Duntzenheim;67107;111,5446893;0
Duppigheim;67108;2317,206943;190,3514912
Durningen;67109;83,06731299;12
Durrenbach;67110;220,6711762;24,07750557
Durstel;67111;97,26981389;4,139303483
Duttlenheim;67112;1903,707563;146,3571792
Eberbach-Seltz;67113;36,02027027;0
Ebersheim;67115;289,7161858;4
Ebersmunster;67116;123,085939;7,937265038
Eckartswiller;67117;53,24564341;0
Eckbolsheim;67118;3031,209546;381,559977
Eckwersheim;67119;198,3013023;16
Eichhoffen;67120;211,2686922;26,65327125
Elsenheim;67121;126,9212275;8,025510204
Wangenbourg-Engenthal;67122;206,8373074;19,24258296
Engwiller;67123;91,31615246;2,932355057
Entzheim;67124;2966,465722;541,9223755
Epfig;67125;522,0806007;21,7530547
Erckartswiller;67126;44,74640696;4,115416287
Ergersheim;67127;276,9776668;15,7958813
Ernolsheim-Bruche;67128;593,3221334;30,23302522
Ernolsheim-lès-Saverne;67129;94,11491875;0
Erstein;67130;7243,676637;506,7477909
Eschau;67131;1302,446163;84,08588919
Eschbach;67132;227,4881256;15,38553738
Eschbourg;67133;68,00836144;4
Eschwiller;67134;7,985507246;0
Ettendorf;67135;44,51139373;0
Eywiller;67136;19,64129425;0
Fegersheim;67137;3314,427184;333,0288364
Fessenheim-le-Bas;67138;65,60161072;0,892254778
Flexbourg;67139;41,7455056;8,083507307
Forstfeld;67140;52,32534155;8,236953456
Forstheim;67141;53,07294749;0
Fort-Louis;67142;55,09229826;0
Fouchy;67143;85,29441305;0
Fouday;67144;152,4681537;2,808195364
Friedolsheim;67145;76,67938612;3,146717807
Friesenheim;67146;67,48681838;3,955611812
Fr_schwiller;67147;52,0016698;0
Frohmuhl;67148;33,26277987;0
Furchhausen;67149;27,36690647;0
Furdenheim;67150;266,2214471;26,94211644
Gambsheim;67151;833,2139676;24,91742864
Geispolsheim;67152;4905,221009;464,8361925
Geiswiller;67153;24,06930171;0
Gerstheim;67154;503,8405826;16,07940315
Gertwiller;67155;259,1126222;8
Geudertheim;67156;285,3238895;14,85670394
Gingsheim;67158;24,00000501;0
G_rlingen;67159;16,32388664;0
G_rsdorf;67160;196,8725871;3,909090909
Gottenhouse;67161;39,05726902;0
Gottesheim;67162;12,03488372;0
Gougenheim;67163;39,46360908;8,159132007
Goxwiller;67164;97,80287724;0
Grandfontaine;67165;60,07042534;0
Grassendorf;67166;16,02920594;4,029205944
Grendelbruch;67167;164,4084932;8,310613348
Gresswiller;67168;436,4417435;11,24073289
Gries;67169;372,29774;15,28221433
Griesheim-près-Molsheim;67172;290,3847547;27,34242146
Griesheim-sur-Souffel;67173;141,7443428;14,97021439
Gumbrechtshoffen;67174;186,4909255;8
Gundershoffen;67176;1377,188442;95,66978187
Gunstett;67177;77,12730188;0
Gungwiller;67178;11,95652174;0
Haegen;67179;80,05744707;12,11715503
Haguenau;67180;22827,47888;1276,669984
Handschuheim;67181;106,7327576;7,976599539
Hangenbieten;67182;423,8266912;60,29840513
Harskirchen;67183;100,3523198;0
Hatten;67184;757,0899783;19,97565839
Hattmatt;67185;115,5840201;12,13313841
Hegeney;67186;24,42814519;4
Heidolsheim;67187;36,87251134;0
Heiligenberg;67188;80,65601609;4,049844237
Heiligenstein;67189;198,1387238;4
Hengwiller;67190;4,08988764;0
Herbitzheim;67191;207,2012843;7,941422594
Herbsheim;67192;60,95800062;4,058212058
Herrlisheim;67194;1115,692261;50,4575037
Hessenheim;67195;51,9430493;4,083623693
Hilsenheim;67196;638,7894688;37,1353903
Hindisheim;67197;278,7759591;37,58118312
Hinsbourg;67198;16,37567292;0
Hinsingen;67199;32,59193567;0
Hipsheim;67200;81,78500873;4,272844273
Hirschland;67201;83,92811652;0
Hochfelden;67202;1383,101625;85,34737102
Hochstett;67203;27,0593784;0
H_nheim;67204;2569,58986;206,6697774
H_rdt;67205;4017,189022;287,5060669
Hoffen;67206;186,7715313;5,184419503
Hohatzenheim;67207;24,11000749;0
Hoheng_ft;67208;31,85987822;0
Hohfrankenheim;67209;58,91364613;3,310040363
Le Hohwald;67210;124,2595583;3,937265038
Holtzheim;67212;1531,154959;102,0105744
Hunspach;67213;118,3615865;12,13803626
Hurtigheim;67214;135,7620398;3,993055556
Huttendorf;67215;55,91685067;0
Huttenheim;67216;656,2947311;50,50852173
Ichtratzheim;67217;21,77150736;0
Illkirch-Graffenstaden;67218;16329,02691;3146,514094
Ingenheim;67220;56,08994067;0
Ingolsheim;67221;47,41856615;4
Ingwiller;67222;2431,213858;109,6220825
Innenheim;67223;137,5852003;15,14546898
Issenhausen;67225;8,146788991;0
Ittenheim;67226;504,8278328;39,34926768
Itterswiller;67227;94,62576287;0
Neugartheim-Ittlenheim;67228;89,21961189;3,984962406
Jetterswiller;67229;22,47315155;0
Kaltenhouse;67230;246,9906845;13,4452142
Kauffenheim;67231;11,01482105;4,037209302
Keffenach;67232;12,0413246;0
Kertzfeld;67233;153,2052979;8,373713381
Keskastel;67234;436,7982223;16,07193724
Kesseldorf;67235;32,05522969;0
Kienheim;67236;40,09912634;0
Kilstett;67237;706,9554517;49,95963409
Kindwiller;67238;59,10144489;0
Kintzheim;67239;364,2040505;22,56715432
Kirchheim;67240;143,4174866;11,97912598
Kirrberg;67241;19,90514748;0
Kirrwiller;67242;193,9870377;53,53278484
Kleing_ft;67244;40,21860796;0
Kn_rsheim;67245;16,78397678;0
Kogenheim;67246;262,0082924;23,36868437
Kolbsheim;67247;56,06154844;0
Krautergersheim;67248;531,0856569;23,95633988
Krautwiller;67249;40,53597672;7,985298887
Kriegsheim;67250;67,22861494;0
Kurtzenhouse;67252;88,65457605;3,926640927
Kuttolsheim;67253;95,99757078;3,957767722
Kutzenhausen;67254;129,2773504;7,371609695
Lalaye;67255;31,90798623;0
Lampertheim;67256;792,0203639;74,85663889
Lampertsloch;67257;73,12653504;12,20600858
Landersheim;67258;479,9594619;108,6845641
Langensoultzbach;67259;55,9218386;0
Laubach;67260;14,81339491;0
Lauterbourg;67261;1315,005406;83,74503563
Lembach;67263;424,1013235;20,48178637
Leutenheim;67264;195,854589;7,872946331
Lichtenberg;67265;84,15725887;0
Limersheim;67266;59,64680856;0
Lingolsheim;67267;4102,437114;408,291677
Lipsheim;67268;543,5805057;71,39989292
Littenheim;67269;32,1971831;0
Lixhausen;67270;40,78898002;4,931286832
Lobsann;67271;75,69505772;0
Lochwiller;67272;32,9897585;0
Lohr;67273;52,28688482;0
Lorentzen;67274;38,47329544;0
Lupstein;67275;98,42706801;0
Lutzelhouse;67276;266,3383144;18,76682856
Mackenheim;67277;55,98582448;0
Mackwiller;67278;56,5765707;0
Maennolsheim;67279;35,42530414;0
Maisonsgoutte;67280;24,00974096;0
Marckolsheim;67281;2180,748607;111,5920241
Marlenheim;67282;1562,082369;75,51293643
Marmoutier;67283;1388,051782;60,82064217
Matzenheim;67285;228,9066362;10,3458884
Meistratzheim;67286;223,9836532;14,87843465
Melsheim;67287;108,4349702;4
Memmelshoffen;67288;15,9699371;3,975460123
Menchhoffen;67289;62,84626904;0
Merkwiller-Pechelbronn;67290;477,3152659;15,05805082
Mertzwiller;67291;1663,593829;122,3583423
Mietesheim;67292;97,19332735;2,92098834
Minversheim;67293;59,76391044;0
Mittelbergheim;67295;170,2429385;8,024502297
Mittelhausbergen;67296;244,1796796;23,93524992
Mittelhausen;67297;205,2002522;26,04917022
Mittelschaeffolsheim;67298;78,56634731;10,19171175
Mollkirch;67299;307,6603019;42,99657319
Molsheim;67300;8698,034837;656,1365163
Mommenheim;67301;465,9031472;70,11056583
Monswiller;67302;1301,435544;66,3651737
Morsbronn-les-Bains;67303;302,1487578;4,254113654
Morschwiller;67304;109,7110931;0
Mothern;67305;212,3468415;12,00706338
Muhlbach-sur-Bruche;67306;192,8142683;8,021228072
Mulhausen;67307;63,97593373;4,008695652
Munchhausen;67308;77,86161226;0
Mundolsheim;67309;3899,884885;337,7317685
Mussig;67310;142,3077859;8
Muttersholtz;67311;589,8448226;50,77495124
Mutzenhouse;67312;40,15279268;0
Mutzig;67313;2106,870507;77,31942833
Natzwiller;67314;135,3131713;4
Neewiller-près-Lauterbourg;67315;25,32374697;0
Neubois;67317;121,1607986;0
Neuhaeusel;67319;32,29088676;0
Neuve-Église;67320;159,7017511;19,93208139
Neuviller-la-Roche;67321;16,33684211;0
Neuwiller-lès-Saverne;67322;312,2498711;27,57009611
Niederbronn-les-Bains;67324;1878,55229;73,78437232
Niederhaslach;67325;202,7561272;4,023070212
Niederhausbergen;67326;427,7823163;55,94457147
Niederlauterbach;67327;222,0721016;3,979079498
Niedermodern;67328;716,0654117;22,94008593
Niedernai;67329;141,281803;8,043082022
Niederr_dern;67330;222,3605098;8
Niederschaeffolsheim;67331;222,6143259;10,87217057
Niedersoultzbach;67333;44,49264687;0
Niedersteinbach;67334;57,71271304;0
Nordheim;67335;92,05378673;0
Nordhouse;67336;432,8882696;43,39289444
Nothalten;67337;72,96577404;0
Obenheim;67338;171,4580551;7,00135265
Betschdorf;67339;1111,586885;81,42713167
Oberbronn;67340;437,5973873;15,0304412
Oberdorf-Spachbach;67341;39,26319893;0
Oberhaslach;67342;206,5071794;12,10557718
Oberhausbergen;67343;2002,723426;412,1143488
Oberhoffen-lès-Wissembourg;67344;58,32092593;0
Oberhoffen-sur-Moder;67345;1161,505393;28,16981587
Oberlauterbach;67346;24,17910448;0
Obermodern-Zutzendorf;67347;181,5908317;15,90672635
Obernai;67348;8869,987797;756,5585454
Oberr_dern;67349;68,07723227;0
Oberschaeffolsheim;67350;320,8968259;30,11413466
Seebach;67351;271,3778803;8
Obersoultzbach;67352;28,18812016;0
Obersteinbach;67353;23,12876528;0
Odratzheim;67354;39,76884901;0
Oermingen;67355;356,4191126;12,96895864
Offendorf;67356;277,0752985;28,12051522
Offwiller;67358;72,33448939;0
Ohlungen;67359;148,6981597;12,09361493
Ohnenheim;67360;143,8917907;3,787056367
Olwisheim;67361;65,61630432;7,997687882
Orschwiller;67362;161,667271;8
Osthoffen;67363;90,8481168;7,875
Osthouse;67364;118,2971041;0
Ostwald;67365;3158,194471;285,7991681
Ottersthal;67366;42,02278483;3,916083916
Otterswiller;67367;248,7502518;11,78035239
Ottrott;67368;315,3109717;16,44697643
Ottwiller;67369;31,58507752;0
Petersbach;67370;686,8558488;69,97766974
La Petite-Pierre;67371;380,7008411;31,11652641
Pfaffenhoffen;67372;818,3918298;46,92244633
Pfalzweyer;67373;36,85456243;0
Pfettisheim;67374;92,92908422;4,007843051
Pfulgriesheim;67375;255,2568152;4,055646481
Plaine;67377;128,300785;4,044794581
Plobsheim;67378;494,9071301;27,8738027
Preuschdorf;67379;151,0772712;0
Printzheim;67380;29,14968305;0
Puberg;67381;33,790899;0
Quatzenheim;67382;136,3337494;3,984962406
Rangen;67383;28,03768791;0
Ranrupt;67384;55,62595378;3,988538682
Ratzwiller;67385;15,80952381;3,952380952
Rauwiller;67386;27,47267108;0
Reichsfeld;67387;36,1763219;0
Reichshoffen;67388;3021,684983;299,1898624
Reichstett;67389;2523,397709;401,7023044
Reinhardsmunster;67391;30,66745958;0
Reipertswiller;67392;125,5310024;3,995717345
Retschwiller;67394;20;0
Reutenbourg;67395;36,3308506;0
Rexingen;67396;45,86515062;0
Rhinau;67397;525,9104817;27,10706778
Richtolsheim;67398;18,60617365;0
Riedseltz;67400;61,61522173;3,974977659
Rimsdorf;67401;40,12013572;0
Ringeldorf;67402;7,384615385;0
Ringendorf;67403;83,22416142;0
Rittershoffen;67404;95,17572283;0
R_schwoog;67405;617,8086003;49,06439267
Rohr;67406;53,07167402;0
Rohrwiller;67407;155,442958;3,988137604
Romanswiller;67408;171,8558582;0
Roppenheim;67409;204,1528031;5,096582326
Rosenwiller;67410;58,16617101;18,04637023
Rosheim;67411;1917,152349;127,5100464
Rossfeld;67412;65,59853851;8,454882571
Rosteig;67413;47,89852493;0
Rothau;67414;319,7431733;0
Rothbach;67415;82,20525681;0
Rott;67416;27,78496477;3,974468085
Rottelsheim;67417;16,09876543;4,024691358
Rountzenheim;67418;67,33439284;4
Russ;67420;378,0886012;27,62951423
Saales;67421;296,0370945;3,984083112
Saasenheim;67422;41,70401026;0
Saessolsheim;67423;47,48865572;0
Saint-Blaise-la-Roche;67424;75,21024158;0
Saint-Jean-Saverne;67425;137,0882736;11,26107979
Saint-Martin;67426;39,66101695;0
Saint-Maurice;67427;26,51889169;3,788413098
Saint-Nabor;67428;54,07238382;8,021228072
Saint-Pierre;67429;267,0287759;7,760735434
Saint-Pierre-Bois;67430;81,53542422;3,869109948
Salenthal;67431;19,69889442;0
Salmbach;67432;82,01565986;0
Sand;67433;139,4801738;19,98596491
Sarre-Union;67434;2780,089489;136,4699807
Sarrewerden;67435;286,3016407;14,8665368
Saulxures;67436;97,01009984;0
Saverne;67437;8845,76302;615,6740992
Schaeffersheim;67438;216,8829293;23,78398119
Schaffhouse-sur-Zorn;67439;119,2119219;3,871604938
Schaffhouse-près-Seltz;67440;37,02565297;0
Schalkendorf;67441;15,98988653;0
Scharrachbergheim-Irmstett;67442;238,6250997;0
Scheibenhard;67443;95,45173757;4
Scherlenheim;67444;15,55226305;0
Scherwiller;67445;1029,579851;27,06121911
Schillersdorf;67446;89,74504631;7,060145933
Schiltigheim;67447;17422,19556;3527,456725
Schirmeck;67448;1931,868335;48,63039301
Schirrhein;67449;262,3423224;11,961375
Schirrhoffen;67450;65,25242078;3,9943101
Schleithal;67451;150,9506959;11,95822435
Schnersheim;67452;271,8939026;23,10841736
Sch_nau;67453;43,52941176;0
Sch_nbourg;67454;20,04524887;0
Sch_nenbourg;67455;39,91691395;0
Schopperten;67456;36,12399574;0
Schweighouse-sur-Moder;67458;2707,200964;143,8464933
Schwenheim;67459;43,72032475;0
Schwindratzheim;67460;276,0853675;7,370714111
Schwobsheim;67461;8,419672131;0
Sélestat;67462;12198,4414;664,8874335
Seltz;67463;1124,021674;57,71558783
Sermersheim;67464;134,70752;20,26441722
Sessenheim;67465;356,1528136;29,04683459
Siegen;67466;39,85152557;0
Siewiller;67467;100,5432438;7,961630695
Siltzheim;67468;81,87080292;4,080870918
Singrist;67469;64,67888341;4,007843051
Solbach;67470;23,78571429;3,964285714
Souffelweyersheim;67471;2192,527562;117,9410848
Soufflenheim;67472;1816,258605;55,86770302
Soultz-les-Bains;67473;175,7498211;8,106356079
Soultz-sous-Forêts;67474;1425,129523;60,98193537
Sparsbach;67475;28,07982808;8
Stattmatten;67476;110,3790289;8,008165427
Steige;67477;71,95052926;3,938389656
Steinbourg;67478;999,0843997;49,25451524
Steinseltz;67479;127,7964906;4
Still;67480;268,9507784;7,678622778
Stotzheim;67481;190,4648267;4,19047619
Strasbourg;67482;158927,003;18285,02782
Struth;67483;24,43948167;0
Stundwiller;67484;32,3173925;0
Stutzheim-Offenheim;67485;184,0163296;23,99218113
Sundhouse;67486;411,943349;16,00024282
Surbourg;67487;258,9725435;4
Thal-Drulingen;67488;52,35405748;0
Thal-Marmoutier;67489;140,3780312;4,054459107
Thanvillé;67490;93,50337403;3,479714111
Tieffenbach;67491;44,36869924;0
Traenheim;67492;139,7641257;8,124880132
Triembach-au-Val;67493;268,1826633;35,11271738
Trimbach;67494;81,32931464;8,21875
Truchtersheim;67495;975,1613602;65,19615357
Uberach;67496;235,5623799;9,584247046
Uhlwiller;67497;64,09393112;0
Uhrwiller;67498;95,60765954;7,943019943
Urbeis;67499;24,00056796;0
Urmatt;67500;498,1545505;30,9404711
Uttenheim;67501;48,20285014;0
Uttenhoffen;67502;31,90870979;0
Uttwiller;67503;12,37153114;0
Valff;67504;275,6344356;15,99774504
La Vancelle;67505;303,1114607;22,09594919
Vendenheim;67506;2470,546727;174,1731261
Villé;67507;963,4484265;40,72054473
V_llerdingen;67508;52,90405659;0
Volksberg;67509;39,53757225;0
Wahlenheim;67510;53,75660729;11,31466544
Walbourg;67511;149,1520603;8
La Walck;67512;331,7273275;22,31885546
Waldersbach;67513;12;0
Waldhambach;67514;243,2188483;0
Waldolwisheim;67515;40,73530697;0
Waltenheim-sur-Zorn;67516;40,69086041;0
Wangen;67517;82,15039338;4,011790516
La Wantzenau;67519;2382,765423;254,8261465
Wasselonne;67520;2246,906977;138,8936909
Weinbourg;67521;39,29025452;0
Weislingen;67522;109,9987696;20,14102564
Weitbruch;67523;266,8972511;0
Weiterswiller;67524;56,72501201;7,929458591
Westhoffen;67525;287,0173622;20,54401527
Westhouse;67526;121,3249377;4,060085837
Westhouse-Marmoutier;67527;12,04651163;0
Weyer;67528;69,08497193;0
Weyersheim;67529;1079,977621;58,03895499
Wickersheim-Wilshausen;67530;53,12452692;5,112899012
Wildersbach;67531;14,81049404;0
Willgottheim;67532;269,5858945;11,97359736
Wilwisheim;67534;78,13061503;3,567799968
Wimmenau;67535;132,7414488;4,003533569
Windstein;67536;12;0
Wingen;67537;40,17402207;0
Wingen-sur-Moder;67538;599,8402543;23,64569854
Wingersheim;67539;238,6082242;10,75241432
Wintershouse;67540;71,96111523;11,73480663
Wintzenbach;67541;36,1546363;4,02027027
Wintzenheim-Kochersberg;67542;20,13171657;0
Wisches;67543;970,2820217;14,17043057
Wissembourg;67544;5362,054621;267,4600099
Witternheim;67545;56,11172192;0
Wittersheim;67546;140,20529;4
Wittisheim;67547;291,2812754;26,83232504
Wiwersheim;67548;263,6364599;22,91880769
W_rth;67550;811,2613122;34,90016731
Wolfisheim;67551;1472,121507;139,723417
Wolfskirchen;67552;60,16275364;0
Wolschheim;67553;73,14978695;0
Wolxheim;67554;274,2900047;11,43980235
Zehnacker;67555;15,57735849;3,894339623
Zeinheim;67556;19,68192205;0
Zellwiller;67557;127,1654725;19,14867279
Zinswiller;67558;489,0590098;63,15998073
Zittersheim;67559;8,024270046;0
Z_bersdorf;67560;24,56804734;0
Algolsheim;68001;319,0476078;14,73016653
Altenach;68002;55,08014587;4,113360324
Altkirch;68004;4188,728934;209,2776036
Ammerschwihr;68005;419,4430355;19,80544268
Ammerzwiller;68006;39,31969002;4,177805817
Andolsheim;68007;320,5714974;23,53959277
Appenwihr;68008;24;0
Artzenheim;68009;55,68828929;0
Aspach;68010;214,7137994;16,64972219
Aspach-le-Bas;68011;163,8204619;14,02359249
Aspach-le-Haut;68012;461,7348525;19,02828147
Attenschwiller;68013;96,65464861;11,15003504
Aubure;68014;188,804005;3,976047904
Baldersheim;68015;353,9970677;14,9672551
Balgau;68016;125,446299;8
Ballersdorf;68017;110,8850192;11,90492259
Balschwiller;68018;109,0206827;0
Baltzenheim;68019;78,13965425;3,965694683
Bantzenheim;68020;324,1593305;14,72464305
Bartenheim;68021;1252,448462;71,46817002
Battenheim;68022;173,2457878;0
Beblenheim;68023;265,5756151;12,11362416
Bellemagny;68024;83,25095647;0
Bendorf;68025;7,948051948;3,948051948
Bennwihr;68026;744,3527876;47,7879284
Berentzwiller;68027;19,98925306;0
Bergheim;68028;629,8931364;48,90140158
Bergholtz;68029;150,790024;8,128909953
Bergholtzzell;68030;63,45898456;3,91634981
Bernwiller;68031;61,20471237;4,081805994
Berrwiller;68032;148,7647303;11,93214589
Bettendorf;68033;36,15312435;0
Bettlach;68034;36,70002098;4,126984127
Biederthal;68035;32;0
Biesheim;68036;2825,774097;100,2628193
Biltzheim;68037;60,34543175;3,987107981
Bischwihr;68038;82,93200755;7,852760736
Bisel;68039;92,31005421;0
Bitschwiller-lès-Thann;68040;581,8143271;63,9025639
Blodelsheim;68041;180,1914227;5,002001203
Blotzheim;68042;1105,750342;47,54871505
Bollwiller;68043;701,1647076;41,09808974
Le Bonhomme;68044;165,5421721;12
Bourbach-le-Bas;68045;71,42843974;3,794339707
Bourbach-le-Haut;68046;55,8813178;0
Bouxwiller;68049;201,2826159;4,037142174
Bréchaumont;68050;79,63572869;8
Breitenbach-Haut-Rhin;68051;127,8319649;4,004689332
Bretten;68052;32,66653295;0
Brinckheim;68054;39,9245283;0
Bruebach;68055;91,78640051;3,957322987
Brunstatt;68056;1367,653299;164,945851
Buethwiller;68057;12;0
Buhl;68058;585,0291961;18,64114317
Burnhaupt-le-Bas;68059;520,4131543;20,75576869
Burnhaupt-le-Haut;68060;1257,455405;80,87839249
Buschwiller;68061;55,26059964;3,928358209
Carspach;68062;316,840751;24,15354204
Cernay;68063;7022,791426;534,6803335
Chalampé;68064;1039,332945;45,11431951
Chavannes-sur-l'Étang;68065;92,02332783;4
Colmar;68066;43451,93968;2940,273238
Courtavon;68067;27,51788152;0
Dannemarie;68068;1309,929195;76,34194069
Dessenheim;68069;118,1312032;0
Didenheim;68070;503,900657;60,29168628
Diefmatten;68071;37,30688115;0
Dietwiller;68072;90,60437134;11,88967468
Dolleren;68073;31,69553396;3,947826087
Durlinsdorf;68074;82,57750996;3,948051948
Durmenach;68075;142,8523952;8,037142174
Durrenentzen;68076;88,6590321;4,072340426
Eglingen;68077;35,76859504;0
Eguisheim;68078;643,1500316;54,30786685
Elbach;68079;29,21658813;0
Emlingen;68080;40,13237801;0
Saint-Bernard;68081;56,21373864;0
Ensisheim;68082;2653,098087;135,6062968
Eschbach-au-Val;68083;28,10514833;0
Eschentzwiller;68084;85,40110242;12,07204803
Eteimbes;68085;4;0
Falkwiller;68086;16,2173913;0
Feldbach;68087;96,09127478;7,921255128
Feldkirch;68088;233,0949329;23,19328057
Fellering;68089;408,3800503;4,013986014
Ferrette;68090;509,2569773;38,85661189
Fessenheim;68091;1624,620591;232,1942686
Fislis;68092;27,29072827;0
Flaxlanden;68093;159,8914925;10,32526107
Folgensbourg;68094;122,3342092;16
Fortschwihr;68095;165,1825949;8,326107095
Franken;68096;24,84120893;0
Fréland;68097;157,0017211;4
Friesen;68098;115,4078371;8,024454054
Fr_ningen;68099;77,64457333;7,807637907
Fulleren;68100;26,08990582;0
Galfingue;68101;47,91380896;0
Geishouse;68102;51,60733359;7,934156379
Geispitzen;68103;71,11406406;8
Geiswasser;68104;36,12197474;0
Gildwiller;68105;33,30434783;0
Goldbach-Altenbach;68106;7,563139932;0
Gommersdorf;68107;56,06529282;0
Grentzingen;68108;60,5792909;12,10334708
Griesbach-au-Val;68109;78,39611583;12,81566509
Grussenheim;68110;75,29540904;0
Gueberschwihr;68111;149,7117145;8,020619631
Guebwiller;68112;4487,009771;296,5752991
Guémar;68113;460,8051123;28,10428768
Guevenatten;68114;7,618666102;0
Guewenheim;68115;248,6186325;15,64537667
Gundolsheim;68116;33,84964041;0
Gunsbach;68117;238,2182867;12,04475906
Habsheim;68118;1540,838399;189,8974211
Hagenbach;68119;118,4754218;3,393530358
Hagenthal-le-Bas;68120;248,1612465;11,74813587
